0.0,1
119.443,14
128.298,13
138.573,12
150.637,11
165.004,10
182.404,9
203.91,8
231.174,7
247.741,13
266.871,6
289.21,11
315.641,5
336.13,14
347.408,9
359.472,13
386.314,4
417.508,11
435.084,7
454.214,10
464.428,13
498.045,3
528.687,14
536.951,11
551.318,8
563.382,13
582.512,5
603.0,12
617.488,7
636.618,9
648.682,11
656.985,13
701.955,2
745.786,13
753.637,11
764.916,9
782.492,7
795.558,12
813.686,5
830.253,13
840.528,8
852.592,11
859.448,14
884.359,3
910.79,13
918.642,10
933.129,7
946.195,11
968.826,4
987.747,13
996.09,9
1003.802,14
1017.596,5
1034.996,11
1049.363,6
1061.427,13
1071.702,7
1088.269,8
1101.045,9
1111.199,10
1119.463,11
1126.319,12
1132.1,13
1137.039,14
1200.0,1
