0.0,1
30.109,57
30.642,56
31.194,55
31.767,54
33.617,51
34.283,50
34.976,49
35.697,48
38.051,45
38.906,44
43.831,39
44.97,38
48.77,35
50.184,34
51.682,33
53.273,32
54.964,31
56.767,30
58.692,29
60.751,28
61.836,55
62.961,27
65.337,26
67.9,25
69.259,49
70.672,24
73.681,23
76.956,22
80.537,21
84.467,20
88.801,19
91.946,55
93.603,18
97.104,52
98.955,17
101.867,33
102.876,49
104.955,16
108.237,31
109.377,46
111.731,15
115.458,29
119.443,14
123.712,27
128.298,13
130.721,51
133.238,25
138.573,12
140.828,59
142.373,35
143.159,58
144.353,23
145.568,57
147.428,45
150.637,11
153.307,54
155.14,32
157.493,21
158.94,52
159.92,31
161.915,51
165.004,10
168.213,49
170.423,29
173.268,19
176.21,28
178.636,46
182.404,9
186.334,44
187.343,35
189.05,26
190.437,43
192.558,17
196.198,25
199.98,49
200.532,57
203.91,8
207.404,55
208.835,39
210.104,31
212.253,23
216.687,15
221.309,22
222.667,51
223.696,29
226.841,50
231.174,7
235.104,55
235.677,48
237.527,34
239.171,27
241.961,20
244.24,33
247.741,13
250.304,45
251.344,32
253.805,19
255.592,44
256.95,25
258.874,31
261.816,49
262.368,55
266.871,6
275.378,29
277.591,23
281.358,17
284.447,28
285.792,39
289.21,11
291.925,49
292.711,38
294.135,27
297.513,16
301.847,21
304.508,26
309.357,46
315.641,5
325.562,29
327.622,24
330.761,19
332.208,52
333.041,33
336.13,14
338.125,51
340.552,23
342.483,32
347.408,9
350.617,49
351.338,40
352.477,31
354.547,22
359.472,13
365.825,17
369.747,21
371.194,46
372.408,25
374.333,29
378.602,45
386.314,4
393.09,51
395.169,39
396.178,35
397.447,31
399.09,27
400.108,50
401.303,23
404.442,19
407.384,49
409.244,15
412.745,26
417.508,11
420.597,40
424.364,18
427.373,25
429.062,32
430.145,39
435.084,7
439.353,45
440.139,38
441.278,31
443.081,24
446.363,17
448.15,44
449.275,27
454.214,10
459.994,23
462.348,49
464.428,13
466.278,55
466.851,42
467.936,29
470.781,16
473.135,35
475.114,19
478.259,22
480.646,25
485.286,34
498.045,3
505.757,56
509.397,38
511.518,32
512.905,29
514.612,26
515.621,49
516.761,23
519.551,20
523.319,17
525.745,31
528.687,14
532.328,25
533.742,36
536.951,11
543.015,19
544.462,46
546.815,35
551.318,8
554.812,45
556.737,29
558.796,21
563.382,13
568.717,18
571.726,23
573.657,28
575.001,33
582.512,5
590.224,32
591.648,27
593.718,22
595.149,39
597.0,17
603.0,12
606.282,31
608.352,19
609.776,45
613.154,40
614.279,54
617.488,7
621.418,44
624.999,23
626.343,39
628.274,16
631.283,25
632.696,34
636.618,9
638.994,56
640.119,38
641.204,29
643.263,20
645.188,31
648.682,11
651.771,35
653.185,24
656.985,13
663.049,15
665.507,32
666.258,49
667.672,17
670.188,55
671.313,19
674.255,21
676.681,23
680.449,27
683.239,31
684.379,33
685.388,35
687.095,39
701.955,2
719.354,33
721.741,29
724.886,25
726.865,23
729.219,21
732.064,19
733.149,55
733.722,36
735.572,17
736.931,49
737.652,32
740.006,15
745.786,13
747.516,50
750.725,35
753.637,11
756.919,31
758.722,20
760.674,29
764.916,9
769.855,25
772.627,16
775.636,23
782.492,7
786.422,40
787.255,33
790.756,19
792.616,31
795.558,12
798.697,29
800.91,17
802.553,39
803.822,22
806.91,32
813.686,5
818.189,48
821.398,28
825.667,18
827.592,31
830.253,13
832.676,34
834.175,21
835.193,50
840.528,8
844.328,35
845.453,27
847.523,19
848.662,49
849.383,30
852.592,11
857.517,39
859.448,14
861.875,31
863.87,17
866.959,20
869.239,23
870.168,49
872.378,29
873.505,32
874.438,35
875.223,38
884.359,3
894.513,34
895.492,31
898.153,25
902.487,19
905.865,16
908.075,29
910.79,13
914.208,23
915.553,33
918.642,10
922.409,27
923.264,44
924.622,17
929.92,45
933.129,7
937.632,32
941.126,18
943.05,29
946.195,11
949.696,26
952.259,15
955.76,19
958.039,23
960.829,31
964.323,55
968.826,4
976.304,33
977.333,29
978.691,25
983.313,17
986.402,56
987.747,13
989.896,35
991.165,22
992.596,31
996.09,9
999.468,32
1000.02,55
1003.802,14
1007.442,19
1010.95,29
1013.666,49
1017.596,5
1023.79,31
1026.732,21
1029.577,16
1031.787,27
1034.996,11
1038.085,28
1040.08,17
1042.507,23
1044.86,35
1049.363,6
1052.572,49
1054.432,31
1055.647,25
1056.502,44
1057.627,19
1059.172,32
1061.427,13
1066.762,27
1067.78,34
1071.702,7
1076.288,29
1080.557,15
1084.542,31
1088.269,8
1091.763,33
1095.045,17
1097.124,26
1098.133,35
1101.045,9
1106.397,19
1108.054,29
1111.199,10
1115.533,21
1116.885,32
1119.463,11
1123.044,23
1126.319,12
1129.328,25
1132.1,13
1133.83,40
1134.663,27
1137.039,14
1139.249,29
1141.308,15
1143.233,31
1145.036,16
1146.727,33
1148.318,17
1151.23,18
1156.169,20
1161.094,45
1161.949,23
1164.303,49
1165.024,25
1166.383,26
1168.233,55
1168.806,28
1169.891,29
1172.736,32
1182.601,50
1200.0,1
